JONSWAP Spectrum and Wave Train
===============================

Inputs:
Hs=4.50m
Tz=8.00s
Freq=[0.01, 3.50, step 0.00] rd/s
Time=[0.00, 2000.00, step 0.10] s

Spectral Parameters:
gamma=3.93
Tp=10.14 s
wp=0.62 rd/s
alpha=0.01

Spectral Moments:
m0=1.265 m^2
m1=0.924 m^2.rd/s
m2=0.758 m^2.(rd/s)^2
m3=0.745 m^2.(rd/s)^3
m4=0.945 m^2.(rd/s)^4

Wave Elevation Statictics:
Max: 3.88m
Min: -4.20m
Mean: -0.00m
StDev: 1.18m

Double Check Spectrum:
Hs=4*sqrt(m0)=4.50 m (-0%)
Tz=2*Pi*sqrt(m0/m2)=8.12 s (+1%)

Double Check Wave Train:
Hs=4*stdev(elevation)=4.72 m (+5%)
Tz=duration/upCrossings=8.30 s (+4%)

Spectrum and wave components:
omega	S(w)	Ampl	phi
rd/s	m2s/rd	 m  	rd
1464.20	-1.02
1464.30	-0.95
1464.40	-0.87
1464.50	-0.78
1464.60	-0.69
1464.70	-0.59
1464.80	-0.49
1464.90	-0.38
1465.00	-0.27
1465.10	-0.15
1465.20	-0.03
1465.30	0.10
1465.40	0.22
1465.50	0.36
1465.60	0.49
1465.70	0.62
1465.80	0.75
1465.90	0.88
1466.00	1.01
1466.10	1.13
1466.20	1.25
1466.30	1.36
1466.40	1.46
1466.50	1.55
1466.60	1.64
1466.70	1.71
1466.80	1.78
1466.90	1.83
1467.00	1.88
1467.10	1.92
1467.20	1.94
1467.30	1.96
1467.40	1.98
1467.50	1.98
1467.60	1.97
1467.70	1.96
1467.80	1.94
1467.90	1.90
1468.00	1.87
1468.10	1.82
1468.20	1.77
1468.30	1.71
1468.40	1.64
1468.50	1.58
1468.60	1.51
1468.70	1.44
1468.80	1.37
1468.90	1.29
1469.00	1.22
1469.10	1.14
1469.20	1.06
1469.30	0.97
1469.40	0.87
1469.50	0.77
1469.60	0.65
1469.70	0.53
1469.80	0.39
1469.90	0.25
1470.00	0.09
1470.10	-0.07
1470.20	-0.23
1470.30	-0.39
1470.40	-0.55
1470.50	-0.70
1470.60	-0.84
1470.70	-0.97
1470.80	-1.08
1470.90	-1.18
1471.00	-1.26
1471.10	-1.33
1471.20	-1.38
1471.30	-1.43
1471.40	-1.47
1471.50	-1.51
1471.60	-1.55
1471.70	-1.60
1471.80	-1.65
1471.90	-1.71
1472.00	-1.77
1472.10	-1.84
1472.20	-1.92
1472.30	-1.99
1472.40	-2.06
1472.50	-2.13
1472.60	-2.18
1472.70	-2.22
1472.80	-2.24
1472.90	-2.25
1473.00	-2.23
1473.10	-2.19
1473.20	-2.13
1473.30	-2.05
1473.40	-1.95
1473.50	-1.83
1473.60	-1.70
1473.70	-1.56
1473.80	-1.41
1473.90	-1.24
1474.00	-1.07
1474.10	-0.89
1474.20	-0.70
1474.30	-0.51
1474.40	-0.30
1474.50	-0.09
1474.60	0.12
1474.70	0.34
1474.80	0.55
1474.90	0.77
1475.00	0.99
1475.10	1.20
1475.20	1.40
1475.30	1.59
1475.40	1.77
1475.50	1.93
1475.60	2.08
1475.70	2.21
1475.80	2.32
1475.90	2.42
1476.00	2.50
1476.10	2.57
1476.20	2.63
1476.30	2.67
1476.40	2.70
1476.50	2.72
1476.60	2.72
1476.70	2.71
1476.80	2.69
1476.90	2.64
1477.00	2.57
1477.10	2.49
1477.20	2.38
1477.30	2.24
1477.40	2.08
1477.50	1.90
1477.60	1.71
1477.70	1.49
1477.80	1.26
1477.90	1.02
1478.00	0.78
1478.10	0.53
1478.20	0.29
1478.30	0.06
1478.40	-0.17
1478.50	-0.38
1478.60	-0.58
1478.70	-0.77
1478.80	-0.94
1478.90	-1.11
1479.00	-1.25
1479.10	-1.39
1479.20	-1.51
1479.30	-1.63
1479.40	-1.73
1479.50	-1.82
1479.60	-1.90
1479.70	-1.96
1479.80	-2.02
1479.90	-2.06
1480.00	-2.08
1480.10	-2.09
1480.20	-2.09
1480.30	-2.08
1480.40	-2.06
1480.50	-2.02
1480.60	-1.98
1480.70	-1.94
1480.80	-1.89
1480.90	-1.85
1481.00	-1.80
1481.10	-1.75
1481.20	-1.71
1481.30	-1.66
1481.40	-1.62
1481.50	-1.58
1481.60	-1.53
1481.70	-1.48
1481.80	-1.42
1481.90	-1.36
1482.00	-1.28
1482.10	-1.20
1482.20	-1.11
1482.30	-1.01
1482.40	-0.90
1482.50	-0.78
1482.60	-0.66
1482.70	-0.53
1482.80	-0.41
1482.90	-0.28
1483.00	-0.14
1483.10	-0.01
1483.20	0.12
1483.30	0.25
1483.40	0.38
1483.50	0.51
1483.60	0.64
1483.70	0.77
1483.80	0.90
1483.90	1.03
1484.00	1.15
1484.10	1.27
1484.20	1.38
1484.30	1.49
1484.40	1.58
1484.50	1.66
1484.60	1.73
1484.70	1.79
1484.80	1.83
1484.90	1.85
1485.00	1.86
1485.10	1.86
1485.20	1.85
1485.30	1.83
1485.40	1.80
1485.50	1.77
1485.60	1.73
1485.70	1.69
1485.80	1.65
1485.90	1.61
1486.00	1.56
1486.10	1.52
1486.20	1.47
1486.30	1.42
1486.40	1.36
1486.50	1.31
1486.60	1.24
1486.70	1.18
1486.80	1.11
1486.90	1.03
1487.00	0.96
1487.10	0.88
1487.20	0.81
1487.30	0.74
1487.40	0.67
1487.50	0.61
1487.60	0.54
1487.70	0.49
1487.80	0.44
1487.90	0.39
1488.00	0.34
1488.10	0.29
1488.20	0.25
1488.30	0.20
1488.40	0.14
1488.50	0.08
1488.60	0.01
1488.70	-0.06
1488.80	-0.14
1488.90	-0.23
1489.00	-0.32
1489.10	-0.42
1489.20	-0.52
1489.30	-0.62
1489.40	-0.71
1489.50	-0.81
1489.60	-0.90
1489.70	-0.97
1489.80	-1.04
1489.90	-1.10
1490.00	-1.15
1490.10	-1.19
1490.20	-1.22
1490.30	-1.24
1490.40	-1.25
1490.50	-1.26
1490.60	-1.26
1490.70	-1.26
1490.80	-1.26
1490.90	-1.26
1491.00	-1.27
1491.10	-1.29
1491.20	-1.32
1491.30	-1.36
1491.40	-1.41
1491.50	-1.47
1491.60	-1.54
1491.70	-1.61
1491.80	-1.69
1491.90	-1.77
1492.00	-1.85
1492.10	-1.92
1492.20	-1.98
1492.30	-2.03
1492.40	-2.06
1492.50	-2.07
1492.60	-2.07
1492.70	-2.04
1492.80	-1.98
1492.90	-1.91
1493.00	-1.82
1493.10	-1.71
1493.20	-1.58
1493.30	-1.44
1493.40	-1.29
1493.50	-1.13
1493.60	-0.96
1493.70	-0.79
1493.80	-0.61
1493.90	-0.43
1494.00	-0.25
1494.10	-0.07
1494.20	0.12
1494.30	0.30
1494.40	0.49
1494.50	0.68
1494.60	0.87
1494.70	1.06
1494.80	1.25
1494.90	1.43
1495.00	1.62
1495.10	1.80
1495.20	1.97
1495.30	2.13
1495.40	2.29
1495.50	2.43
1495.60	2.56
1495.70	2.68
1495.80	2.78
1495.90	2.86
1496.00	2.93
1496.10	2.98
1496.20	3.01
1496.30	3.02
1496.40	3.01
1496.50	2.99
1496.60	2.94
1496.70	2.87
1496.80	2.78
1496.90	2.68
1497.00	2.55
1497.10	2.41
1497.20	2.24
1497.30	2.07
1497.40	1.87
1497.50	1.67
1497.60	1.45
1497.70	1.23
1497.80	0.99
1497.90	0.76
1498.00	0.52
1498.10	0.28
1498.20	0.03
1498.30	-0.20
1498.40	-0.44
1498.50	-0.66
1498.60	-0.88
1498.70	-1.09
1498.80	-1.29
1498.90	-1.47
1499.00	-1.64
1499.10	-1.79
1499.20	-1.92
1499.30	-2.04
1499.40	-2.13
1499.50	-2.21
1499.60	-2.27
1499.70	-2.30
1499.80	-2.32
1499.90	-2.33
1500.00	-2.31
1500.10	-2.28
1500.20	-2.24
1500.30	-2.19
1500.40	-2.13
1500.50	-2.06
1500.60	-1.98
1500.70	-1.89
1500.80	-1.80
1500.90	-1.69
1501.00	-1.58
1501.10	-1.46
1501.20	-1.33
1501.30	-1.19
1501.40	-1.04
1501.50	-0.89
1501.60	-0.74
1501.70	-0.58
1501.80	-0.42
1501.90	-0.26
1502.00	-0.10
1502.10	0.05
1502.20	0.19
1502.30	0.32
1502.40	0.44
1502.50	0.55
1502.60	0.65
1502.70	0.75
1502.80	0.83
1502.90	0.91
1503.00	0.98
1503.10	1.04
1503.20	1.11
1503.30	1.17
1503.40	1.23
1503.50	1.28
1503.60	1.33
1503.70	1.36
1503.80	1.39
1503.90	1.41
1504.00	1.41
1504.10	1.39
1504.20	1.36
1504.30	1.31
1504.40	1.24
1504.50	1.16
1504.60	1.06
1504.70	0.96
1504.80	0.85
1504.90	0.73
1505.00	0.62
1505.10	0.51
1505.20	0.40
1505.30	0.31
1505.40	0.23
1505.50	0.15
1505.60	0.09
1505.70	0.03
1505.80	-0.02
1505.90	-0.07
1506.00	-0.12
1506.10	-0.16
1506.20	-0.22
1506.30	-0.27
1506.40	-0.33
1506.50	-0.40
1506.60	-0.47
1506.70	-0.54
1506.80	-0.62
1506.90	-0.69
1507.00	-0.76
1507.10	-0.83
1507.20	-0.89
1507.30	-0.94
1507.40	-0.98
1507.50	-1.01
1507.60	-1.03
1507.70	-1.04
1507.80	-1.05
1507.90	-1.04
1508.00	-1.02
1508.10	-1.00
1508.20	-0.96
1508.30	-0.92
1508.40	-0.88
1508.50	-0.82
1508.60	-0.76
1508.70	-0.69
1508.80	-0.61
1508.90	-0.53
1509.00	-0.45
1509.10	-0.36
1509.20	-0.28
1509.30	-0.19
1509.40	-0.11
1509.50	-0.03
1509.60	0.05
1509.70	0.11
1509.80	0.18
1509.90	0.23
1510.00	0.28
1510.10	0.32
1510.20	0.37
1510.30	0.41
1510.40	0.45
1510.50	0.49
1510.60	0.54
1510.70	0.59
1510.80	0.64
1510.90	0.69
1511.00	0.74
1511.10	0.79
1511.20	0.83
1511.30	0.87
1511.40	0.90
1511.50	0.91
1511.60	0.91
1511.70	0.89
1511.80	0.86
1511.90	0.81
1512.00	0.75
1512.10	0.68
1512.20	0.60
1512.30	0.52
1512.40	0.43
1512.50	0.34
1512.60	0.26
1512.70	0.18
1512.80	0.11
1512.90	0.05
1513.00	-0.00
1513.10	-0.04
1513.20	-0.08
1513.30	-0.10
1513.40	-0.12
1513.50	-0.13
1513.60	-0.14
1513.70	-0.15
1513.80	-0.15
1513.90	-0.14
1514.00	-0.14
1514.10	-0.13
1514.20	-0.12
1514.30	-0.10
1514.40	-0.09
1514.50	-0.07
1514.60	-0.05
1514.70	-0.02
1514.80	0.00
1514.90	0.02
1515.00	0.04
1515.10	0.06
1515.20	0.08
1515.30	0.09
1515.40	0.11
1515.50	0.11
1515.60	0.12
1515.70	0.12
1515.80	0.13
1515.90	0.13
1516.00	0.14
1516.10	0.14
1516.20	0.15
1516.30	0.15
1516.40	0.16
1516.50	0.16
1516.60	0.17
1516.70	0.16
1516.80	0.16
1516.90	0.14
1517.00	0.13
1517.10	0.10
1517.20	0.07
1517.30	0.03
1517.40	-0.01
1517.50	-0.06
1517.60	-0.10
1517.70	-0.14
1517.80	-0.19
1517.90	-0.22
1518.00	-0.26
1518.10	-0.28
1518.20	-0.30
1518.30	-0.31
1518.40	-0.32
1518.50	-0.32
1518.60	-0.32
1518.70	-0.31
1518.80	-0.31
1518.90	-0.30
1519.00	-0.29
1519.10	-0.28
1519.20	-0.27
1519.30	-0.27
1519.40	-0.26
1519.50	-0.25
1519.60	-0.24
1519.70	-0.23
1519.80	-0.22
1519.90	-0.21
1520.00	-0.20
1520.10	-0.20
1520.20	-0.20
1520.30	-0.21
1520.40	-0.23
1520.50	-0.25
1520.60	-0.29
1520.70	-0.33
1520.80	-0.39
1520.90	-0.45
1521.00	-0.51
1521.10	-0.57
1521.20	-0.63
1521.30	-0.69
1521.40	-0.74
1521.50	-0.77
1521.60	-0.79
1521.70	-0.79
1521.80	-0.78
1521.90	-0.75
1522.00	-0.71
1522.10	-0.65
1522.20	-0.59
1522.30	-0.52
1522.40	-0.44
1522.50	-0.37
1522.60	-0.31
1522.70	-0.25
1522.80	-0.20
1522.90	-0.17
1523.00	-0.14
1523.10	-0.12
1523.20	-0.11
1523.30	-0.11
1523.40	-0.11
1523.50	-0.11
1523.60	-0.11
1523.70	-0.12
1523.80	-0.11
1523.90	-0.11
1524.00	-0.10
1524.10	-0.08
1524.20	-0.06
1524.30	-0.03
1524.40	-0.00
1524.50	0.03
1524.60	0.07
1524.70	0.11
1524.80	0.15
1524.90	0.20
1525.00	0.25
1525.10	0.31
1525.20	0.37
1525.30	0.43
1525.40	0.50
1525.50	0.58
1525.60	0.66
1525.70	0.74
1525.80	0.83
1525.90	0.92
1526.00	1.01
1526.10	1.11
1526.20	1.20
1526.30	1.28
1526.40	1.37
1526.50	1.45
1526.60	1.52
1526.70	1.59
1526.80	1.66
1526.90	1.72
1527.00	1.77
1527.10	1.82
1527.20	1.85
1527.30	1.88
1527.40	1.90
1527.50	1.90
1527.60	1.90
1527.70	1.87
1527.80	1.83
1527.90	1.78
1528.00	1.70
1528.10	1.61
1528.20	1.51
1528.30	1.39
1528.40	1.26
1528.50	1.11
1528.60	0.96
1528.70	0.80
1528.80	0.64
1528.90	0.48
1529.00	0.32
1529.10	0.16
1529.20	0.01
1529.30	-0.14
1529.40	-0.29
1529.50	-0.44
1529.60	-0.58
1529.70	-0.73
1529.80	-0.87
1529.90	-1.01
1530.00	-1.15
1530.10	-1.29
1530.20	-1.42
1530.30	-1.55
1530.40	-1.67
1530.50	-1.79
1530.60	-1.89
1530.70	-1.99
1530.80	-2.07
1530.90	-2.13
1531.00	-2.19
1531.10	-2.22
1531.20	-2.25
1531.30	-2.26
1531.40	-2.27
1531.50	-2.26
1531.60	-2.25
1531.70	-2.24
1531.80	-2.22
1531.90	-2.20
1532.00	-2.18
1532.10	-2.16
1532.20	-2.13
1532.30	-2.10
1532.40	-2.07
1532.50	-2.02
1532.60	-1.97
1532.70	-1.90
1532.80	-1.83
1532.90	-1.74
1533.00	-1.63
1533.10	-1.52
1533.20	-1.39
1533.30	-1.25
1533.40	-1.11
1533.50	-0.96
1533.60	-0.80
1533.70	-0.64
1533.80	-0.48
1533.90	-0.33
1534.00	-0.17
1534.10	-0.01
1534.20	0.14
1534.30	0.28
1534.40	0.43
1534.50	0.57
1534.60	0.71
1534.70	0.85
1534.80	0.99
1534.90	1.12
1535.00	1.25
1535.10	1.37
1535.20	1.48
1535.30	1.59
1535.40	1.69
1535.50	1.77
1535.60	1.85
1535.70	1.92
1535.80	1.97
1535.90	2.01
1536.00	2.04
1536.10	2.07
1536.20	2.08
1536.30	2.09
1536.40	2.09
1536.50	2.09
1536.60	2.08
1536.70	2.06
1536.80	2.04
1536.90	2.01
1537.00	1.98
1537.10	1.94
1537.20	1.88
1537.30	1.82
1537.40	1.74
1537.50	1.65
1537.60	1.55
1537.70	1.43
1537.80	1.30
1537.90	1.16
1538.00	1.01
1538.10	0.86
1538.20	0.70
1538.30	0.53
1538.40	0.37
1538.50	0.22
1538.60	0.07
1538.70	-0.07
1538.80	-0.20
1538.90	-0.32
1539.00	-0.42
1539.10	-0.51
1539.20	-0.59
1539.30	-0.66
1539.40	-0.71
1539.50	-0.75
1539.60	-0.78
1539.70	-0.80
1539.80	-0.81
1539.90	-0.81
1540.00	-0.81
1540.10	-0.79
1540.20	-0.77
1540.30	-0.74
1540.40	-0.71
1540.50	-0.67
1540.60	-0.63
1540.70	-0.58
1540.80	-0.53
1540.90	-0.48
1541.00	-0.44
1541.10	-0.39
1541.20	-0.35
1541.30	-0.31
1541.40	-0.28
1541.50	-0.26
1541.60	-0.24
1541.70	-0.23
1541.80	-0.22
1541.90	-0.22
1542.00	-0.22
1542.10	-0.22
1542.20	-0.23
1542.30	-0.23
1542.40	-0.23
1542.50	-0.24
1542.60	-0.23
1542.70	-0.23
1542.80	-0.22
1542.90	-0.21
1543.00	-0.20
1543.10	-0.19
1543.20	-0.19
1543.30	-0.18
1543.40	-0.18
1543.50	-0.19
1543.60	-0.21
1543.70	-0.24
1543.80	-0.28
1543.90	-0.32
1544.00	-0.38
1544.10	-0.44
1544.20	-0.52
1544.30	-0.59
1544.40	-0.67
1544.50	-0.75
1544.60	-0.83
1544.70	-0.90
1544.80	-0.97
1544.90	-1.03
1545.00	-1.08
1545.10	-1.12
1545.20	-1.15
1545.30	-1.18
1545.40	-1.19
1545.50	-1.19
1545.60	-1.19
1545.70	-1.18
1545.80	-1.16
1545.90	-1.14
1546.00	-1.12
1546.10	-1.09
1546.20	-1.06
1546.30	-1.02
1546.40	-0.98
1546.50	-0.94
1546.60	-0.88
1546.70	-0.82
1546.80	-0.75
1546.90	-0.66
1547.00	-0.56
1547.10	-0.45
1547.20	-0.33
1547.30	-0.19
1547.40	-0.04
1547.50	0.12
1547.60	0.29
1547.70	0.46
1547.80	0.63
1547.90	0.80
1548.00	0.97
1548.10	1.12
1548.20	1.26
1548.30	1.39
1548.40	1.49
1548.50	1.58
1548.60	1.64
1548.70	1.68
1548.80	1.71
1548.90	1.71
1549.00	1.70
1549.10	1.68
1549.20	1.64
1549.30	1.60
1549.40	1.56
1549.50	1.51
1549.60	1.47
1549.70	1.43
1549.80	1.39
1549.90	1.35
1550.00	1.32
1550.10	1.29
1550.20	1.26
1550.30	1.22
1550.40	1.19
1550.50	1.14
1550.60	1.09
1550.70	1.02
1550.80	0.94
1550.90	0.86
1551.00	0.76
1551.10	0.65
1551.20	0.53
1551.30	0.41
1551.40	0.29
1551.50	0.17
1551.60	0.05
1551.70	-0.06
1551.80	-0.16
1551.90	-0.24
1552.00	-0.32
1552.10	-0.38
1552.20	-0.42
1552.30	-0.46
1552.40	-0.48
1552.50	-0.50
1552.60	-0.52
1552.70	-0.53
1552.80	-0.54
1552.90	-0.56
1553.00	-0.58
1553.10	-0.61
1553.20	-0.65
1553.30	-0.70
1553.40	-0.75
1553.50	-0.80
1553.60	-0.86
1553.70	-0.91
1553.80	-0.97
1553.90	-1.01
1554.00	-1.05
1554.10	-1.07
1554.20	-1.08
1554.30	-1.07
1554.40	-1.05
1554.50	-1.01
1554.60	-0.96
1554.70	-0.89
1554.80	-0.81
1554.90	-0.72
1555.00	-0.62
1555.10	-0.51
1555.20	-0.40
1555.30	-0.29
1555.40	-0.17
1555.50	-0.06
1555.60	0.04
1555.70	0.14
1555.80	0.23
1555.90	0.31
1556.00	0.39
1556.10	0.45
1556.20	0.50
1556.30	0.55
1556.40	0.58
1556.50	0.60
1556.60	0.60
1556.70	0.60
1556.80	0.58
1556.90	0.56
1557.00	0.52
1557.10	0.46
1557.20	0.40
1557.30	0.33
1557.40	0.25
1557.50	0.16
1557.60	0.06
1557.70	-0.04
1557.80	-0.15
1557.90	-0.26
1558.00	-0.37
1558.10	-0.48
1558.20	-0.59
1558.30	-0.70
1558.40	-0.80
1558.50	-0.90
1558.60	-0.98
1558.70	-1.06
1558.80	-1.13
1558.90	-1.18
1559.00	-1.22
1559.10	-1.25
1559.20	-1.26
1559.30	-1.27
1559.40	-1.25
1559.50	-1.23
1559.60	-1.19
1559.70	-1.14
1559.80	-1.08
1559.90	-1.02
1560.00	-0.95
1560.10	-0.87
1560.20	-0.78
1560.30	-0.69
1560.40	-0.59
1560.50	-0.49
1560.60	-0.38
1560.70	-0.27
1560.80	-0.14
1560.90	-0.01
1561.00	0.13
1561.10	0.29
1561.20	0.45
1561.30	0.63
1561.40	0.81
1561.50	1.00
1561.60	1.19
1561.70	1.38
1561.80	1.56
1561.90	1.73
1562.00	1.89
1562.10	2.04
1562.20	2.15
1562.30	2.24
1562.40	2.30
1562.50	2.34
1562.60	2.33
1562.70	2.30
1562.80	2.24
1562.90	2.16
1563.00	2.05
1563.10	1.93
1563.20	1.79
1563.30	1.64
1563.40	1.49
1563.50	1.34
1563.60	1.19
1563.70	1.04
1563.80	0.90
1563.90	0.77
1564.00	0.64
1564.10	0.51
1564.20	0.39
1564.30	0.26
1564.40	0.14
1564.50	0.01
1564.60	-0.11
1564.70	-0.25
1564.80	-0.38
1564.90	-0.52
1565.00	-0.65
1565.10	-0.79
1565.20	-0.92
1565.30	-1.04
1565.40	-1.16
1565.50	-1.27
1565.60	-1.36
1565.70	-1.44
1565.80	-1.51
1565.90	-1.56
1566.00	-1.60
1566.10	-1.62
1566.20	-1.63
1566.30	-1.62
1566.40	-1.60
1566.50	-1.57
1566.60	-1.53
1566.70	-1.47
1566.80	-1.40
1566.90	-1.33
1567.00	-1.24
1567.10	-1.14
1567.20	-1.03
1567.30	-0.91
1567.40	-0.79
1567.50	-0.67
1567.60	-0.55
1567.70	-0.43
1567.80	-0.31
1567.90	-0.21
1568.00	-0.12
1568.10	-0.05
1568.20	0.00
1568.30	0.04
1568.40	0.05
1568.50	0.05
1568.60	0.03
1568.70	-0.00
1568.80	-0.04
1568.90	-0.09
1569.00	-0.14
1569.10	-0.18
1569.20	-0.21
1569.30	-0.23
1569.40	-0.23
1569.50	-0.22
1569.60	-0.18
1569.70	-0.13
1569.80	-0.06
1569.90	0.02
1570.00	0.11
1570.10	0.21
1570.20	0.31
1570.30	0.41
1570.40	0.51
1570.50	0.60
1570.60	0.68
1570.70	0.76
1570.80	0.82
1570.90	0.87
1571.00	0.91
1571.10	0.94
1571.20	0.96
1571.30	0.98
1571.40	0.98
1571.50	0.98
1571.60	0.97
1571.70	0.96
1571.80	0.93
1571.90	0.90
1572.00	0.86
1572.10	0.82
1572.20	0.77
1572.30	0.71
1572.40	0.64
1572.50	0.57
1572.60	0.49
1572.70	0.41
1572.80	0.33
1572.90	0.25
1573.00	0.17
1573.10	0.09
1573.20	0.02
1573.30	-0.05
1573.40	-0.12
1573.50	-0.18
1573.60	-0.23
1573.70	-0.29
1573.80	-0.34
1573.90	-0.39
1574.00	-0.44
1574.10	-0.49
1574.20	-0.54
1574.30	-0.58
1574.40	-0.62
1574.50	-0.66
1574.60	-0.69
1574.70	-0.71
1574.80	-0.72
1574.90	-0.72
1575.00	-0.71
1575.10	-0.69
1575.20	-0.66
1575.30	-0.61
1575.40	-0.56
1575.50	-0.51
1575.60	-0.45
1575.70	-0.39
1575.80	-0.33
1575.90	-0.27
1576.00	-0.22
1576.10	-0.17
1576.20	-0.13
1576.30	-0.09
1576.40	-0.06
1576.50	-0.02
1576.60	0.01
1576.70	0.04
1576.80	0.08
1576.90	0.12
1577.00	0.16
1577.10	0.21
1577.20	0.27
1577.30	0.33
1577.40	0.39
1577.50	0.46
1577.60	0.52
1577.70	0.59
1577.80	0.65
1577.90	0.71
1578.00	0.76
1578.10	0.80
1578.20	0.84
1578.30	0.86
1578.40	0.88
1578.50	0.88
1578.60	0.88
1578.70	0.86
1578.80	0.83
1578.90	0.80
1579.00	0.75
1579.10	0.69
1579.20	0.63
1579.30	0.55
1579.40	0.46
1579.50	0.36
1579.60	0.26
1579.70	0.14
1579.80	0.03
1579.90	-0.09
1580.00	-0.21
1580.10	-0.33
1580.20	-0.44
1580.30	-0.54
1580.40	-0.63
1580.50	-0.71
1580.60	-0.78
1580.70	-0.83
1580.80	-0.87
1580.90	-0.90
1581.00	-0.92
1581.10	-0.93
1581.20	-0.92
1581.30	-0.91
1581.40	-0.90
1581.50	-0.88
1581.60	-0.86
1581.70	-0.84
1581.80	-0.81
1581.90	-0.79
1582.00	-0.76
1582.10	-0.73
1582.20	-0.70
1582.30	-0.66
1582.40	-0.63
1582.50	-0.59
1582.60	-0.54
1582.70	-0.50
1582.80	-0.45
1582.90	-0.40
1583.00	-0.35
1583.10	-0.30
1583.20	-0.25
1583.30	-0.20
1583.40	-0.16
1583.50	-0.11
1583.60	-0.07
1583.70	-0.03
1583.80	0.01
1583.90	0.05
1584.00	0.09
1584.10	0.13
1584.20	0.18
1584.30	0.22
1584.40	0.26
1584.50	0.31
1584.60	0.35
1584.70	0.40
1584.80	0.44
1584.90	0.48
1585.00	0.51
1585.10	0.54
1585.20	0.57
1585.30	0.60
1585.40	0.62
1585.50	0.64
1585.60	0.66
1585.70	0.67
1585.80	0.68
1585.90	0.69
1586.00	0.70
1586.10	0.71
1586.20	0.71
1586.30	0.70
1586.40	0.69
1586.50	0.67
1586.60	0.65
1586.70	0.61
1586.80	0.56
1586.90	0.50
1587.00	0.42
1587.10	0.34
1587.20	0.26
1587.30	0.16
1587.40	0.07
1587.50	-0.02
1587.60	-0.11
1587.70	-0.19
1587.80	-0.26
1587.90	-0.32
1588.00	-0.36
1588.10	-0.39
1588.20	-0.40
1588.30	-0.39
1588.40	-0.38
1588.50	-0.34
1588.60	-0.30
1588.70	-0.26
1588.80	-0.21
1588.90	-0.15
1589.00	-0.10
1589.10	-0.05
1589.20	-0.01
1589.30	0.03
1589.40	0.06
1589.50	0.08
1589.60	0.10
1589.70	0.10
1589.80	0.10
1589.90	0.10
1590.00	0.09
1590.10	0.08
1590.20	0.06
1590.30	0.04
1590.40	0.02
1590.50	-0.01
1590.60	-0.03
1590.70	-0.06
1590.80	-0.08
1590.90	-0.11
1591.00	-0.13
1591.10	-0.15
1591.20	-0.17
1591.30	-0.19
1591.40	-0.20
1591.50	-0.21
1591.60	-0.22
1591.70	-0.22
1591.80	-0.22
1591.90	-0.22
1592.00	-0.21
1592.10	-0.20
1592.20	-0.18
1592.30	-0.15
1592.40	-0.12
1592.50	-0.08
1592.60	-0.03
1592.70	0.02
1592.80	0.08
1592.90	0.15
1593.00	0.22
1593.10	0.29
1593.20	0.37
1593.30	0.44
1593.40	0.51
1593.50	0.56
1593.60	0.61
1593.70	0.65
1593.80	0.67
1593.90	0.67
1594.00	0.66
1594.10	0.63
1594.20	0.58
1594.30	0.52
1594.40	0.44
1594.50	0.35
1594.60	0.25
1594.70	0.15
1594.80	0.04
1594.90	-0.07
1595.00	-0.18
1595.10	-0.29
1595.20	-0.39
1595.30	-0.48
1595.40	-0.57
1595.50	-0.66
1595.60	-0.74
1595.70	-0.81
1595.80	-0.87
1595.90	-0.92
1596.00	-0.96
1596.10	-0.99
1596.20	-1.01
1596.30	-1.02
1596.40	-1.01
1596.50	-0.99
1596.60	-0.95
1596.70	-0.90
1596.80	-0.83
1596.90	-0.75
1597.00	-0.66
1597.10	-0.57
1597.20	-0.47
1597.30	-0.38
1597.40	-0.29
1597.50	-0.20
1597.60	-0.13
1597.70	-0.06
1597.80	-0.01
1597.90	0.04
1598.00	0.08
1598.10	0.10
1598.20	0.13
1598.30	0.15
1598.40	0.17
1598.50	0.20
1598.60	0.23
1598.70	0.26
1598.80	0.30
1598.90	0.35
1599.00	0.39
1599.10	0.44
1599.20	0.48
1599.30	0.52
1599.40	0.54
1599.50	0.56
1599.60	0.56
1599.70	0.55
1599.80	0.53
1599.90	0.49
1600.00	0.45
1600.10	0.40
1600.20	0.34
1600.30	0.29
1600.40	0.24
1600.50	0.19
1600.60	0.15
1600.70	0.12
1600.80	0.10
1600.90	0.08
1601.00	0.07
1601.10	0.06
1601.20	0.05
1601.30	0.04
1601.40	0.03
1601.50	0.02
1601.60	-0.00
1601.70	-0.02
1601.80	-0.05
1601.90	-0.07
1602.00	-0.09
1602.10	-0.10
1602.20	-0.11
1602.30	-0.11
1602.40	-0.10
1602.50	-0.08
1602.60	-0.05
1602.70	-0.01
1602.80	0.03
1602.90	0.08
1603.00	0.12
1603.10	0.15
1603.20	0.18
1603.30	0.19
1603.40	0.19
1603.50	0.17
1603.60	0.15
1603.70	0.11
1603.80	0.06
1603.90	0.01
1604.00	-0.04
1604.10	-0.09
1604.20	-0.13
1604.30	-0.15
1604.40	-0.16
1604.50	-0.15
1604.60	-0.12
1604.70	-0.07
1604.80	0.00
1604.90	0.08
1605.00	0.17
1605.10	0.27
1605.20	0.37
1605.30	0.47
1605.40	0.56
1605.50	0.64
1605.60	0.71
1605.70	0.77
1605.80	0.81
1605.90	0.84
1606.00	0.86
1606.10	0.86
1606.20	0.86
